Tên hãng xe,Năm sản xuất,Tỉnh,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Loại động cơ,Dung tích,Giá
audi,2020,Hà Nội,35.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,3.0,3200.0
audi,2023,Hà Nội,0.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,AWD,Xăng,3.0,4850.0
audi,2014,Hà Nội,90.0,Nhập khẩu,Crossover,Số tự động,Xanh,Đen,5,5,AWD,Xăng,2.0,550.0
audi,2014,Hà Nội,100.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Kem,5,4,AWD,Xăng,2.0,609.0
audi,2022,TP HCM,17.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,FWD,Xăng,2.0,1468.0
audi,2010,Hà Nội,98.0,Nhập khẩu,Coupe,Số tự động,Trắng,Kem,4,2,AWD,Xăng,2.0,438.0
audi,2020,Hà Nội,49.8,Nhập khẩu,Crossover,Số tự động,Trắng,Nâu,5,5,FWD,Xăng,1.4,1300.0
audi,2015,Hà Nội,90.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,5,5,AWD,Xăng,2.0,715.0
audi,2023,TP HCM,0.0,Nhập khẩu,Crossover,Số tự động,Xám,Nâu,5,5,FWD,Xăng,1.4,1800.0
audi,2020,TP HCM,30.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,AWD,Xăng,3.0,2999.0
audi,2017,Hà Nội,50.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,1220.0
audi,2021,Hà Nội,30.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,3.0,3195.0
audi,2021,Hà Nội,44.0,Nhập khẩu,SUV,Số tự động,Đen,Ghi,5,5,AWD,Xăng,2.0,2045.0
audi,2010,TP HCM,46.68,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,AWD,Xăng,4.2,886.0
audi,2021,Hà Nội,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Màu khác,5,4,FWD,Xăng,2.0,1650.0
audi,2008,TP HCM,86.7,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,AWD,Xăng,4.2,330.0
audi,2021,TP HCM,18.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,3.0,3555.0
audi,2023,TP HCM,0.0,Nhập khẩu,Sedan,Số tự động,Xanh,Nâu,5,4,FWD,Xăng,2.0,2080.0
audi,2022,TP HCM,0.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,FWD,Xăng,2.0,1600.0
audi,2022,TP HCM,0.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,2.0,1600.0
audi,2023,TP HCM,0.0,Nhập khẩu,Sedan,Số tự động,Xám,Đen,5,4,FWD,Xăng,2.0,2080.0
audi,2022,TP HCM,0.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,FWD,Xăng,2.0,1600.0
audi,2020,Hà Nội,16.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,5,5,AWD,Xăng,3.0,3568.0
audi,2020,Hà Nội,25.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,7,5,AWD,Xăng,3.0,2699.0
audi,2018,Hà Nội,50.0,Nhập khẩu,Crossover,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,750.0
audi,2020,Hà Nội,30.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,5,5,AWD,Xăng,3.0,3090.0
audi,2011,Hà Nội,160.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,445.0
audi,2013,TP HCM,51.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.8,535.0
audi,2011,Bến Tre,82.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,AWD,Xăng,3.0,920.0
audi,2023,TP HCM,0.0,Nhập khẩu,Sedan,Số tự động,Xanh,Nâu,5,4,AWD,Xăng,3.0,4100.0
audi,2015,Hà Nội,80.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Kem,5,4,AWD,Xăng,2.0,596.0
audi,2013,Hà Nội,13.0,Nhập khẩu,Crossover,Số tự động,Trắng,Kem,5,5,AWD,Xăng,2.0,590.0
audi,2017,Hà Nội,30.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,AWD,Xăng,2.0,1399.0
audi,2009,Hà Nội,120.0,Nhập khẩu,Coupe,Số tự động,Trắng,Xám,4,2,AWD,Xăng,2.0,435.0
audi,2009,Hà Nội,100.0,Nhập khẩu,Coupe,Số tự động,Trắng,Đen,4,2,AWD,Xăng,2.0,425.0
audi,2024,TP HCM,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,AWD,Xăng,2.0,2950.0
audi,2020,Hà Nội,19.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,AWD,Xăng,4.0,8600.0
audi,2017,Hà Nội,60.0,Nhập khẩu,Sedan,Số tự động,Xám,Đen,5,4,AWD,Xăng,2.0,1399.0
audi,2021,Hà Nội,0.0,Nhập khẩu,SUV,Số tự động,Xanh,Màu khác,7,5,AWD,Xăng,2.0,3620.0
audi,2015,Hà Nội,60.0,Nhập khẩu,Coupe,Số tự động,Đen,Đen,2,2,AWD,Xăng,5.2,6499.0
audi,2021,TP HCM,11.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,2.0,1799.0
audi,2017,Hà Nội,48.0,Nhập khẩu,Coupe,Số tự động,Đỏ,Đen,4,2,FWD,Xăng,2.0,1538.0
audi,2023,TP HCM,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Trắng,5,4,FWD,Xăng,2.0,2080.0
audi,2020,Hà Nội,22.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,AWD,Xăng,4.0,8600.0
audi,2020,Hà Nội,30.0,Nhập khẩu,Crossover,Số tự động,Trắng,Nâu,5,5,FWD,Xăng,1.4,1299.0
audi,2010,Hà Nội,68.0,Nhập khẩu,Hatchback,Số tự động,Đỏ,Nhiều màu,4,2,FWD,Xăng,1.4,360.0
audi,2014,Hà Nội,95.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,FWD,Xăng,1.8,435.0
audi,2012,Hà Nội,97.0,Nhập khẩu,Crossover,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.0,459.0
audi,2020,Hà Nội,50.0,Nhập khẩu,Crossover,Số tự động,Trắng,Nâu,5,5,FWD,Xăng,1.4,1325.0
audi,2022,TP HCM,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Trắng,5,4,AWD,Xăng,3.0,4100.0
audi,2020,Hà Nội,22.222,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,AWD,Xăng,4.0,6900.0
audi,2015,Hà Nội,90.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,5,5,AWD,Xăng,2.0,739.0
audi,2022,TP HCM,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,AWD,Xăng,3.0,4100.0
audi,2016,Hà Nội,80.0,Nhập khẩu,Sedan,Số tự động,Kem,Kem,5,4,AWD,Xăng,2.0,780.0
audi,2017,Đà Nẵng,20.0,Nhập khẩu,Coupe,Số tự động,Đen,Đen,4,2,FWD,Xăng,2.0,1750.0
audi,2021,Cần Thơ,30.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,2.0,1720.0
audi,2022,Hà Nội,0.0,Nhập khẩu,Sedan,Số tự động,Xanh,Đen,5,4,AWD,Xăng,3.0,4750.0
audi,2018,Thái Bình,5.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,5,5,AWD,Xăng,2.0,1730.0
audi,2021,TP HCM,20.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,3.0,3550.0
audi,2007,Đà Nẵng,132.0,Nhập khẩu,SUV,Số tự động,Cát,Đen,7,5,AWD,Xăng,3.6,368.0
audi,2015,Hà Nội,68.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,1.8,710.0
audi,2017,Hà Nội,60.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,2.0,790.0
audi,2022,TP HCM,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Trắng,5,4,FWD,Xăng,2.0,1930.0
audi,2021,Hà Nội,27.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,5,5,AWD,Xăng,3.0,3190.0
audi,2021,TP HCM,9.6,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,2.0,1799.0
audi,2016,Hà Nội,50.0,Nhập khẩu,Crossover,Số tự động,Xanh,Nâu,5,5,AWD,Xăng,2.0,699.0
audi,2008,Hà Nội,64.0,Nhập khẩu,Convertible/Cabriolet,Số tự động,Trắng,Xanh,2,2,AWD,Xăng,2.0,729.0
audi,2008,TP HCM,77.0,Nhập khẩu,SUV,Số tự động,Bạc,Đen,7,5,AWD,Xăng,3.6,388.0
audi,2013,Hà Nội,10.0,Nhập khẩu,Crossover,Số tự động,Trắng,Kem,5,5,AWD,Xăng,2.0,590.0
audi,2020,Hà Nội,20.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,AWD,Xăng,4.0,7999.0
audi,2011,Hà Nội,175.0,Nhập khẩu,SUV,Số tự động,Nâu,Đồng,5,5,AWD,Xăng,2.0,388.0
audi,2010,Hà Nội,10.0,Nhập khẩu,Hatchback,Số tự động,Kem,Đen,4,3,FWD,Xăng,1.4,350.0
audi,2016,Hà Nội,60.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,850.0
audi,2011,Hà Nội,11.0,Nhập khẩu,Sedan,Số tự động,Nâu,Đen,5,4,AWD,Xăng,2.0,355.0
audi,2012,Hà Nội,80.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,AWD,Xăng,3.0,720.0
audi,2013,TP HCM,51.115,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.8,535.0
audi,2014,Hà Nội,88.999,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,AWD,Xăng,2.0,620.0
audi,2017,TP HCM,65.0,Nhập khẩu,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.4,850.0
audi,2011,Hà Nội,130.0,Nhập khẩu,Sedan,Số tự động,Nâu,Đen,5,4,FWD,Xăng,1.8,345.0
audi,2014,TP HCM,80.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,7,5,AWD,Xăng,3.0,960.0
audi,2016,Hà Nội,80.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,AWD,Xăng,2.0,779.0
audi,2008,TP HCM,91.0,Nhập khẩu,Coupe,Số tự động,Xanh,Nâu,4,2,AWD,Xăng,2.0,589.0
audi,2012,TP HCM,65.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,AWD,Xăng,3.0,720.0
audi,2014,TP HCM,50.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.8,539.0
audi,2010,Hà Nội,120.0,Nhập khẩu,SUV,Số tự động,Xám,Kem,5,5,AWD,Xăng,2.0,475.0
audi,2014,Hà Nội,100.0,Nhập khẩu,Crossover,Số tự động,Xanh,Đen,5,5,AWD,Xăng,2.0,545.0
audi,2016,Hà Nội,71.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,FWD,Xăng,1.8,780.0
audi,2014,Hà Nội,0.1,Nhập khẩu,SUV,Số tự động,Trắng,Kem,7,5,AWD,Xăng,3.0,880.0
audi,2022,TP HCM,0.0,Nhập khẩu,Crossover,Số tự động,Xanh,Đen,5,5,FWD,Xăng,1.4,1350.0
audi,2010,Hà Nội,98.765,Nhập khẩu,Hatchback,Số tự động,Đỏ,Ghi,4,3,FWD,Xăng,1.4,335.0
audi,2022,Hà Nội,32.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,5,5,AWD,Xăng,2.0,2050.0
audi,2023,Hà Nội,0.0,Nhập khẩu,Sedan,Số tự động,Xanh,Nâu,5,4,AWD,Xăng,3.0,4850.0
audi,2020,Hà Nội,25.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,7,5,AWD,Xăng,3.0,2699.0
audi,2020,TP HCM,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,FWD,Xăng,2.0,1930.0
audi,2016,Hà Nội,83.0,Nhập khẩu,Crossover,Số tự động,Trắng,Nhiều màu,5,5,AWD,Xăng,2.0,665.0
audi,2008,Hà Nội,150.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,FWD,Xăng,1.8,320.0
audi,2022,Hà Nội,0.0,Nhập khẩu,Crossover,Số tự động,Trắng,Màu khác,5,5,FWD,Xăng,1.4,1800.0
audi,2015,TP HCM,60.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,AWD,Xăng,3.0,1380.0
audi,2023,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,AWD,Xăng,2.0,3300.0
audi,2008,Hà Nội,70.0,Nhập khẩu,Convertible/Cabriolet,Số tự động,Trắng,Màu khác,2,2,AWD,Xăng,2.0,710.0
audi,2020,Hà Nội,20.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,2.0,1680.0
audi,2022,TP HCM,0.0,Nhập khẩu,Sedan,Số tự động,Xám,Đen,5,4,FWD,Xăng,2.0,1930.0
audi,2022,TP HCM,0.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,AWD,Xăng,3.0,4100.0
audi,2016,Hà Nội,55.0,Nhập khẩu,Crossover,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,720.0
audi,2022,TP HCM,17.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,FWD,Xăng,2.0,1460.0
audi,2016,Hà Nội,86.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,838.0
audi,2023,TP HCM,2.8,Nhập khẩu,SUV,Số tự động,Cam,Đen,5,5,AWD,Xăng,3.0,3780.0
audi,2017,Hà Nội,120.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,7,5,AWD,Xăng,2.0,1390.0
audi,2016,Hà Nội,10.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,7,5,AWD,Xăng,2.0,1330.0
audi,2009,Hà Nội,80.0,Nhập khẩu,Convertible/Cabriolet,Số tự động,Trắng,Nâu,4,2,AWD,Xăng,2.0,750.0
audi,2014,Hà Nội,70.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,AWD,Xăng,3.0,1095.0
audi,2010,Đồng Nai,100.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.0,390.0
audi,2013,Hà Nội,88.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5,5,AWD,Xăng,2.0,599.0
audi,2020,Hà Nội,30.0,Nhập khẩu,Crossover,Số tự động,Trắng,Nâu,5,5,FWD,Xăng,1.4,1330.0
audi,2022,Hà Nội,0.0,Nhập khẩu,Sedan,Số tự động,Đen,Màu khác,5,4,AWD,Xăng,3.0,4750.0
audi,2020,Hà Nội,25.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,7,5,AWD,Xăng,3.0,2679.0
audi,2017,Hà Nội,59.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,2.0,790.0
audi,2023,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,7,5,AWD,Xăng,2.0,3300.0
audi,2022,TP HCM,0.0,Nhập khẩu,Sedan,Số tự động,Nâu,Nâu,5,4,FWD,Xăng,2.0,2084.0
audi,2022,TP HCM,0.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,FWD,Xăng,2.0,2084.0
audi,2022,TP HCM,0.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,2.0,1600.0
audi,2008,TP HCM,97.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,7,5,AWD,Xăng,3.6,370.0
audi,2021,Hà Nội,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Màu khác,5,4,FWD,Xăng,2.0,2012.0
audi,2012,Hà Nội,120.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,555.0
audi,2013,TP HCM,106.0,Nhập khẩu,Sedan,Số tự động,Xanh,Đen,5,4,FWD,Xăng,1.8,430.0
audi,2022,Hà Nội,0.0,Nhập khẩu,Sedan,Số tự động,Bạc,Màu khác,5,4,AWD,Xăng,3.0,4750.0
audi,2016,Hà Nội,56.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,7,5,AWD,Xăng,2.0,1390.0
audi,2010,Hà Nội,96.0,Nhập khẩu,Hatchback,Số tự động,Kem,Xám,4,3,FWD,Xăng,1.4,350.0
audi,2022,Hà Nội,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.0,2250.0
audi,2014,Hà Nội,130.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,AWD,Xăng,3.0,720.0
audi,2012,TP HCM,80.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,AWD,Xăng,3.0,720.0
audi,2022,Hà Nội,0.0,Nhập khẩu,SUV,Số tự động,Đen,Màu khác,5,5,AWD,Xăng,2.0,2610.0
audi,2013,TP HCM,90.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,2.0,585.0
audi,2021,Hà Nội,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,AWD,Xăng,3.0,2988.0
audi,2015,TP HCM,58.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,FWD,Xăng,1.8,779.0
audi,2019,Hà Nội,55.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,AWD,Xăng,2.0,1850.0
audi,2021,Hà Nội,0.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,5,5,AWD,Xăng,3.0,3537.0
audi,2017,TP HCM,63.0,Nhập khẩu,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.4,819.0
audi,2023,TP HCM,0.0,Nhập khẩu,SUV,Số tự động,Nâu,Nâu,7,5,AWD,Xăng,2.0,3300.0
audi,2021,TP HCM,11.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,2.0,1799.0
audi,2013,Hà Nội,10.0,Nhập khẩu,Crossover,Số tự động,Trắng,Kem,5,5,AWD,Xăng,2.0,590.0
audi,2014,Hà Nội,90.0,Nhập khẩu,Sedan,Số tự động,Bạc,Nâu,5,4,FWD,Xăng,2.0,560.0
audi,2016,Hà Nội,70.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,FWD,Xăng,1.8,789.0
audi,2012,Gia Lai,80.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.0,495.0
audi,2012,Hà Nội,80.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,AWD,Xăng,3.0,720.0
audi,2008,TP HCM,130.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Đỏ,5,4,AWD,Xăng,2.0,290.0
audi,2022,TP HCM,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,AWD,Xăng,3.0,4500.0
audi,2015,Hà Nội,80.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,AWD,Xăng,3.0,1299.0
audi,2014,Hà Nội,0.001,Nhập khẩu,Sedan,Số tự động,Nâu,Kem,5,4,AWD,Xăng,2.0,599.0
audi,2022,TP HCM,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,AWD,Xăng,3.0,4781.0
audi,2022,TP HCM,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,FWD,Xăng,2.0,2084.0
audi,2022,TP HCM,0.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,AWD,Xăng,3.0,3149.0
audi,2021,Hà Nội,18.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,FWD,Xăng,2.0,1799.0
audi,2022,TP HCM,0.0,Nhập khẩu,Sedan,Số tự động,Xám,Nâu,5,4,FWD,Xăng,2.0,2084.0
audi,2022,TP HCM,0.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,FWD,Xăng,2.0,1960.0
audi,2022,TP HCM,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,FWD,Xăng,2.0,2080.0
audi,2016,Hà Nội,83.0,Nhập khẩu,Crossover,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,645.0
audi,2017,Hà Nội,48.0,Nhập khẩu,Coupe,Số tự động,Đỏ,Đen,4,2,FWD,Xăng,2.0,1499.0
audi,2020,Hà Nội,35.0,Nhập khẩu,SUV,Số tự động,Trắng,Tím,5,5,AWD,Xăng,3.0,3180.0
audi,2010,Hà Nội,100.0,Nhập khẩu,Hatchback,Số tự động,Trắng,Đen,4,3,FWD,Xăng,1.4,350.0
audi,2023,TP HCM,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,FWD,Xăng,2.0,2080.0
audi,2022,TP HCM,17.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,FWD,Xăng,2.0,1488.0
audi,2017,Hà Nội,35.398,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,AWD,Xăng,2.0,1395.0
audi,2021,TP HCM,14.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,2.0,1799.0
audi,2022,TP HCM,0.0,Nhập khẩu,Sedan,Số tự động,Xám,Nâu,5,4,AWD,Xăng,3.0,4500.0
audi,2012,Hà Nội,150.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,AWD,Xăng,2.0,425.0
audi,2014,Hà Nội,110.0,Nhập khẩu,Sedan,Số tự động,Nâu,Kem,5,4,AWD,Xăng,2.0,600.0
audi,2007,Bắc Ninh,120.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,AWD,Xăng,3.6,338.0
audi,2017,TP HCM,140.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,AWD,Xăng,3.0,1459.0
audi,2011,TP HCM,87.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,7,5,AWD,Xăng,3.0,635.0
audi,2015,Hà Nội,50.0,Nhập khẩu,Hatchback,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.0,638.0
audi,2011,Hà Nội,45.0,Nhập khẩu,Hatchback,Số tự động,Trắng,Vàng,5,4,FWD,Xăng,1.4,538.0
